,attack
14879,1
14880,4
14881,1
14882,4
14883,4
14884,0
14885,0
14886,4
14887,0
14888,2
14889,4
14890,4
14891,4
14892,4
14893,4
14894,0
14895,2
14896,4
14897,2
14898,0
14899,4
14900,4
14901,4
14902,2
14903,1
14904,0
14905,2
14906,4
14907,4
14908,4
14909,0
14910,1
14911,4
14912,4
14913,4
14914,1
14915,4
14916,2
14917,4
14918,0
14919,0
14920,0
14921,2
14922,1
14923,4
14924,4
14925,0
14926,0
14927,4
14928,0
14929,4
14930,0
14931,1
14932,4
14933,1
14934,0
14935,1
14936,4
14937,1
14938,4
14939,0
14940,4
14941,1
14942,0
14943,4
14944,1
14945,4
14946,4
14947,2
14948,4
14949,2
14950,0
14951,0
14952,0
14953,2
14954,0
14955,0
14956,2
14957,2
14958,0
14959,0
14960,0
14961,0
14962,4
14963,4
14964,1
14965,4
14966,4
14967,1
14968,4
14969,4
14970,4
14971,4
14972,4
14973,1
14974,4
14975,4
14976,4
14977,4
14978,4
14979,1
14980,4
14981,4
14982,0
14983,0
14984,2
14985,2
14986,0
14987,1
14988,0
14989,4
14990,1
14991,4
14992,4
14993,4
14994,4
14995,4
14996,0
14997,4
14998,1
14999,0
15000,4
15001,2
15002,1
15003,0
15004,4
15005,4
15006,2
15007,0
15008,0
15009,4
15010,4
15011,1
15012,0
15013,4
15014,2
15015,4
15016,4
15017,4
15018,0
15019,4
15020,0
15021,0
15022,2
15023,0
15024,4
15025,4
15026,4
15027,4
15028,4
15029,0
15030,1
15031,4
15032,4
15033,2
15034,4
15035,4
15036,4
15037,4
15038,4
15039,4
15040,4
15041,0
15042,0
15043,1
15044,4
15045,2
15046,0
15047,4
15048,4
15049,4
15050,0
15051,0
15052,4
15053,2
15054,1
15055,4
15056,4
15057,2
15058,4
15059,4
15060,0
15061,0
15062,0
15063,4
15064,0
15065,0
15066,1
15067,0
15068,4
15069,0
15070,2
15071,0
15072,2
15073,4
15074,2
15075,0
15076,4
15077,0
15078,1
15079,4
15080,0
15081,1
15082,0
15083,0
15084,0
15085,0
15086,4
15087,0
15088,4
15089,4
15090,4
15091,2
15092,4
15093,4
15094,0
15095,4
15096,1
15097,1
15098,2
15099,2
15100,0
15101,1
15102,4
15103,4
15104,4
15105,0
15106,1
15107,4
15108,4
15109,4
15110,4
15111,0
15112,0
15113,4
15114,4
15115,1
15116,0
15117,1
15118,0
15119,0
15120,0
15121,0
15122,4
15123,0
15124,4
15125,0
15126,4
15127,1
15128,4
15129,0
15130,1
15131,4
15132,0
15133,0
15134,0
15135,4
15136,2
15137,4
15138,0
15139,0
15140,4
15141,0
15142,2
15143,4
15144,2
15145,4
15146,0
15147,0
15148,1
15149,0
15150,4
15151,2
15152,3
15153,2
15154,4
15155,2
15156,0
15157,4
15158,4
15159,0
15160,1
15161,2
15162,4
15163,2
15164,2
15165,0
15166,2
15167,4
15168,4
15169,4
15170,2
15171,2
15172,0
15173,4
15174,4
15175,4
15176,1
15177,4
15178,1
15179,0
15180,4
15181,4
15182,4
15183,4
15184,4
15185,4
15186,4
15187,0
15188,4
15189,4
15190,4
15191,4
15192,4
15193,4
15194,2
15195,0
15196,4
15197,4
15198,4
15199,4
15200,0
15201,1
15202,4
15203,0
15204,0
15205,4
15206,2
15207,4
15208,0
15209,4
15210,4
15211,4
15212,0
15213,4
15214,1
15215,4
15216,0
15217,0
15218,0
15219,0
15220,0
15221,1
15222,4
15223,2
15224,2
15225,2
15226,1
15227,4
15228,1
15229,0
15230,0
15231,2
15232,0
15233,4
15234,0
15235,4
15236,4
15237,4
15238,4
15239,4
15240,4
15241,4
15242,1
15243,1
15244,0
15245,4
15246,2
15247,1
15248,1
15249,4
15250,0
15251,4
15252,0
15253,4
15254,0
15255,1
15256,4
15257,4
15258,0
15259,0
15260,2
15261,4
15262,2
15263,4
15264,4
15265,0
15266,0
15267,4
15268,2
15269,4
15270,0
15271,0
15272,0
15273,4
15274,4
15275,0
15276,4
15277,4
15278,1
15279,4
15280,0
15281,4
15282,4
15283,4
15284,2
15285,0
15286,4
15287,0
15288,4
15289,0
15290,4
15291,4
15292,4
15293,2
15294,0
15295,4
15296,4
15297,1
15298,1
15299,4
15300,0
15301,0
15302,0
15303,4
15304,0
15305,0
15306,1
15307,0
15308,2
15309,4
15310,0
15311,0
15312,0
15313,2
15314,4
15315,4
15316,2
15317,0
15318,1
15319,0
15320,2
15321,1
15322,0
15323,2
15324,2
15325,4
15326,4
15327,4
15328,4
15329,4
15330,4
15331,4
15332,0
15333,0
15334,1
15335,0
15336,2
15337,2
15338,1
15339,1
15340,4
15341,4
15342,4
15343,0
15344,1
15345,4
15346,4
15347,4
15348,4
15349,0
15350,2
15351,4
15352,1
15353,4
15354,1
15355,2
15356,0
15357,0
15358,4
15359,0
15360,4
15361,4
15362,4
15363,4
15364,2
15365,4
15366,4
15367,2
15368,2
15369,2
15370,0
15371,4
15372,4
15373,4
15374,0
15375,4
15376,0
15377,0
15378,0
15379,0
15380,4
15381,4
15382,4
15383,0
15384,4
15385,0
15386,4
15387,4
15388,1
15389,0
15390,1
15391,4
15392,0
15393,4
15394,0
15395,1
15396,0
15397,2
15398,0
15399,4
15400,1
15401,0
15402,0
15403,4
15404,1
15405,1
15406,0
15407,4
15408,4
15409,0
15410,4
15411,4
15412,4
15413,2
15414,4
15415,0
15416,1
15417,1
15418,0
15419,2
15420,4
15421,4
15422,4
15423,4
15424,4
15425,0
15426,0
15427,4
15428,4
15429,4
15430,0
15431,4
15432,0
15433,4
15434,4
15435,2
15436,2
15437,2
15438,0
15439,4
15440,4
15441,0
15442,0
15443,4
15444,0
15445,1
15446,4
15447,2
15448,4
15449,0
15450,4
15451,4
15452,4
15453,4
15454,1
15455,4
15456,4
15457,0
15458,4
15459,0
15460,0
15461,2
15462,0
15463,4
15464,0
15465,0
15466,1
15467,4
15468,0
15469,0
15470,4
15471,0
15472,1
15473,2
15474,1
15475,4
15476,0
15477,1
15478,4
15479,0
15480,4
15481,4
15482,0
15483,0
15484,2
15485,2
15486,0
15487,0
15488,0
15489,2
15490,4
15491,4
15492,4
15493,0
15494,4
15495,4
15496,0
15497,1
15498,1
15499,0
15500,0
15501,4
15502,0
15503,4
15504,0
15505,0
15506,4
15507,0
15508,4
15509,4
15510,4
15511,0
15512,0
15513,4
15514,4
15515,1
15516,4
15517,0
15518,2
15519,2
15520,4
15521,0
15522,4
15523,4
15524,1
15525,1
15526,0
15527,4
15528,1
15529,4
15530,4
15531,1
15532,0
15533,4
15534,4
15535,4
15536,4
15537,2
15538,0
15539,4
15540,1
15541,0
15542,3
15543,4
15544,2
15545,4
15546,0
15547,0
15548,0
15549,4
15550,4
15551,4
15552,0
15553,4
15554,0
15555,4
15556,2
15557,4
15558,4
15559,4
15560,0
15561,4
15562,4
15563,0
15564,4
15565,1
15566,0
15567,0
15568,0
15569,4
15570,4
15571,0
15572,0
15573,1
15574,4
15575,1
15576,2
15577,2
15578,0
15579,0
15580,2
15581,1
15582,4
15583,0
15584,4
15585,1
15586,0
15587,4
15588,0
15589,2
15590,4
15591,4
15592,1
15593,2
15594,0
15595,4
15596,4
15597,0
15598,4
15599,2
15600,4
15601,4
15602,0
15603,4
15604,1
15605,4
15606,4
15607,4
15608,4
15609,4
15610,0
15611,4
15612,0
15613,0
15614,0
15615,0
15616,0
15617,4
15618,0
15619,4
15620,0
15621,4
15622,4
15623,2
15624,1
15625,4
15626,4
15627,4
15628,4
15629,4
15630,0
15631,4
15632,0
15633,4
15634,1
15635,4
15636,0
15637,0
15638,1
15639,0
15640,0
15641,0
15642,4
15643,0
15644,4
15645,1
15646,0
15647,1
15648,4
15649,2
15650,0
15651,4
15652,0
15653,0
15654,2
15655,4
15656,4
15657,0
15658,4
15659,0
15660,2
15661,0
15662,1
15663,0
15664,2
15665,0
15666,1
15667,0
15668,1
15669,4
15670,4
15671,2
15672,0
15673,1
15674,4
15675,0
15676,1
15677,4
15678,4
15679,4
15680,4
15681,4
15682,4
15683,4
15684,1
15685,0
15686,4
15687,4
15688,4
15689,2
15690,4
15691,0
15692,4
15693,4
15694,4
15695,1
15696,4
15697,4
15698,2
15699,4
15700,0
15701,4
15702,1
15703,4
15704,4
15705,0
15706,4
15707,1
15708,4
15709,0
15710,4
15711,4
15712,4
15713,1
15714,0
15715,4
15716,0
15717,1
15718,1
15719,1
15720,4
15721,0
15722,2
15723,2
15724,0
15725,0
15726,4
15727,4
15728,4
15729,0
15730,0
15731,1
15732,4
15733,4
15734,0
15735,1
15736,0
15737,4
15738,4
15739,4
15740,0
15741,4
15742,0
15743,4
15744,4
15745,0
15746,0
15747,4
15748,0
15749,1
15750,4
15751,0
15752,0
15753,1
15754,4
15755,2
15756,0
15757,4
15758,0
15759,0
15760,2
15761,4
15762,2
15763,1
15764,0
15765,0
15766,4
15767,1
15768,0
15769,0
15770,0
15771,0
15772,4
15773,0
15774,2
15775,4
15776,0
15777,4
15778,0
15779,2
15780,4
15781,2
15782,0
15783,4
15784,0
15785,0
15786,0
15787,1
15788,2
15789,2
15790,0
15791,1
15792,4
15793,4
15794,1
15795,1
15796,4
15797,0
15798,0
15799,0
15800,4
15801,4
15802,0
15803,1
15804,1
15805,0
15806,0
15807,4
15808,1
15809,0
15810,0
15811,4
15812,1
15813,4
15814,0
15815,4
15816,1
15817,0
15818,4
15819,4
15820,1
15821,2
15822,4
15823,0
15824,0
15825,0
15826,0
15827,4
15828,2
15829,4
15830,0
15831,4
15832,2
15833,0
15834,4
15835,2
15836,4
15837,4
15838,4
15839,4
15840,1
15841,0
15842,0
15843,4
15844,2
15845,1
15846,2
15847,4
15848,4
15849,4
15850,1
15851,4
15852,0
15853,0
15854,0
15855,4
15856,0
15857,4
15858,4
15859,1
15860,4
15861,4
15862,4
15863,0
15864,0
15865,4
15866,4
15867,4
15868,4
15869,4
15870,2
15871,0
15872,0
15873,2
15874,4
15875,4
15876,4
15877,2
15878,4
15879,4
15880,4
15881,0
15882,4
15883,0
15884,4
15885,4
15886,0
15887,1
15888,0
15889,2
15890,4
15891,0
15892,4
15893,0
15894,2
15895,4
15896,2
15897,2
15898,4
15899,1
15900,4
15901,2
15902,4
15903,0
15904,1
15905,4
15906,0
15907,0
15908,2
15909,0
15910,0
15911,2
15912,2
15913,4
15914,0
15915,0
15916,4
15917,4
15918,2
15919,4
15920,4
15921,1
15922,2
15923,4
15924,4
15925,4
15926,0
15927,0
15928,1
15929,0
15930,0
15931,0
15932,4
15933,4
15934,4
15935,0
15936,2
15937,2
15938,4
15939,4
15940,2
15941,1
15942,0
15943,4
15944,2
15945,4
15946,0
15947,0
15948,2
15949,4
15950,0
15951,0
15952,4
15953,2
15954,4
15955,4
15956,0
15957,4
15958,4
15959,4
15960,4
15961,0
15962,1
15963,4
15964,4
15965,4
15966,1
15967,1
15968,0
15969,0
15970,4
15971,2
15972,4
15973,2
15974,2
15975,0
15976,0
15977,2
15978,1
15979,4
15980,4
15981,0
15982,1
15983,4
15984,2
15985,4
15986,4
15987,4
15988,4
15989,0
15990,0
15991,0
15992,2
15993,4
15994,4
15995,2
15996,0
15997,4
15998,1
15999,4
16000,4
16001,0
16002,4
16003,4
16004,0
16005,4
16006,0
16007,1
16008,0
16009,0
16010,1
16011,0
16012,1
16013,2
16014,0
16015,0
16016,2
16017,0
16018,1
16019,4
16020,1
16021,4
16022,4
16023,0
16024,2
16025,4
16026,0
16027,4
16028,0
16029,0
16030,0
16031,0
16032,4
16033,4
16034,4
16035,0
16036,4
16037,4
16038,4
16039,1
16040,2
16041,4
16042,1
16043,4
16044,0
16045,1
16046,0
16047,0
16048,4
16049,4
16050,4
16051,0
16052,2
16053,0
16054,4
16055,0
16056,2
16057,2
16058,4
16059,4
16060,2
16061,0
16062,0
16063,4
16064,1
16065,4
16066,4
16067,1
16068,4
16069,2
16070,4
16071,4
16072,4
16073,2
16074,0
16075,0
16076,0
16077,4
16078,1
16079,1
16080,1
16081,4
16082,4
16083,4
16084,4
16085,0
16086,4
16087,1
16088,4
16089,2
16090,4
16091,0
16092,0
16093,0
16094,4
16095,2
16096,0
16097,0
16098,2
16099,0
16100,0
16101,0
16102,0
16103,1
16104,4
16105,0
16106,2
16107,1
16108,0
16109,4
16110,4
16111,1
16112,4
16113,0
16114,4
16115,0
16116,4
16117,0
16118,4
16119,0
16120,1
16121,0
16122,4
16123,1
16124,1
16125,0
16126,4
16127,1
16128,4
16129,4
16130,4
16131,0
16132,4
16133,4
16134,0
16135,4
16136,4
16137,0
16138,0
16139,0
16140,2
16141,4
16142,4
16143,4
16144,4
16145,4
16146,4
16147,4
16148,4
16149,1
16150,0
16151,4
16152,4
16153,4
16154,4
16155,0
16156,4
16157,2
16158,4
16159,4
16160,0
16161,2
16162,4
16163,4
16164,1
16165,1
16166,4
16167,4
16168,2
16169,1
16170,0
16171,1
16172,1
16173,4
16174,1
16175,1
16176,1
16177,4
16178,2
16179,4
16180,4
16181,0
16182,4
16183,2
16184,0
16185,0
16186,0
16187,2
16188,4
16189,4
16190,4
16191,0
16192,0
16193,0
16194,4
16195,2
16196,4
16197,1
16198,4
16199,0
16200,2
16201,4
16202,2
16203,4
16204,0
16205,4
16206,0
16207,2
16208,4
16209,4
16210,0
16211,4
16212,4
16213,1
16214,4
16215,0
16216,1
16217,0
16218,0
16219,1
16220,4
16221,4
16222,0
16223,0
16224,4
16225,4
16226,4
16227,2
16228,0
16229,1
16230,4
16231,0
16232,2
16233,0
16234,4
16235,4
16236,2
16237,4
16238,2
16239,4
16240,0
16241,4
16242,2
16243,0
16244,0
16245,2
16246,1
16247,4
16248,2
16249,4
16250,4
16251,0
16252,0
16253,1
16254,0
16255,0
16256,4
16257,4
16258,1
16259,1
16260,4
16261,0
16262,4
16263,2
16264,4
16265,0
16266,0
16267,0
16268,4
16269,0
16270,4
16271,2
16272,2
16273,0
16274,0
16275,4
16276,0
16277,4
16278,4
16279,4
16280,0
16281,1
16282,0
16283,4
16284,1
16285,2
16286,1
16287,4
16288,4
16289,1
16290,0
16291,2
16292,4
16293,0
16294,2
16295,4
16296,2
16297,0
16298,4
16299,0
16300,4
16301,2
16302,4
16303,0
16304,2
16305,4
16306,0
16307,4
16308,0
16309,4
16310,4
16311,2
16312,4
16313,2
16314,1
16315,0
16316,4
16317,0
16318,0
16319,0
16320,1
16321,0
16322,4
16323,0
16324,2
16325,1
16326,2
16327,1
16328,0
16329,4
16330,0
16331,4
16332,0
16333,0
16334,0
16335,4
16336,0
16337,4
16338,0
16339,4
16340,0
16341,0
16342,0
16343,0
16344,4
16345,2
16346,0
16347,0
16348,0
16349,4
16350,1
16351,0
16352,4
16353,0
16354,2
16355,4
16356,4
16357,4
16358,4
16359,4
16360,4
16361,0
16362,0
16363,4
16364,4
16365,1
16366,1
16367,4
16368,0
16369,0
16370,4
16371,1
16372,0
16373,4
16374,0
16375,4
16376,0
16377,4
16378,0
16379,0
16380,0
16381,4
16382,4
16383,0
16384,0
16385,2
16386,1
16387,4
16388,4
16389,2
16390,4
16391,4
16392,0
16393,0
16394,0
16395,0
16396,0
16397,0
16398,0
16399,2
16400,4
16401,1
16402,0
16403,0
16404,4
16405,0
16406,4
16407,4
16408,0
16409,4
16410,4
16411,1
16412,1
16413,4
16414,4
16415,0
16416,1
16417,4
16418,4
16419,0
16420,1
16421,1
16422,0
16423,4
16424,1
16425,4
16426,2
16427,0
16428,1
16429,4
16430,4
16431,0
16432,4
16433,0
16434,0
16435,1
16436,0
16437,4
16438,4
16439,4
16440,4
16441,4
16442,0
16443,0
16444,4
16445,4
16446,0
16447,4
16448,1
16449,0
16450,4
16451,0
16452,0
16453,2
16454,0
16455,4
16456,2
16457,1
16458,0
16459,0
16460,4
16461,0
16462,4
16463,4
16464,2
16465,0
16466,0
16467,4
16468,1
16469,0
16470,0
16471,4
16472,2
16473,4
16474,0
16475,4
16476,4
16477,2
16478,1
16479,4
16480,2
16481,1
16482,0
16483,2
16484,4
16485,0
16486,0
16487,2
16488,0
16489,4
16490,0
16491,0
16492,4
16493,0
16494,1
16495,0
16496,0
16497,0
16498,4
16499,4
16500,4
16501,2
16502,4
16503,0
16504,4
16505,0
16506,0
16507,4
16508,4
16509,0
16510,0
16511,2
16512,0
16513,2
16514,0
16515,4
16516,0
16517,2
16518,1
16519,4
16520,0
16521,0
16522,4
16523,4
16524,0
16525,2
16526,4
16527,2
16528,2
16529,4
16530,0
16531,1
16532,0
16533,2
16534,4
16535,4
16536,4
16537,0
16538,4
16539,0
16540,0
16541,4
16542,4
16543,0
16544,4
16545,4
16546,2
16547,0
16548,4
16549,4
16550,4
16551,0
16552,0
16553,0
16554,1
16555,4
16556,4
16557,0
16558,0
16559,0
16560,4
16561,4
16562,0
16563,4
16564,4
16565,4
16566,1
16567,0
16568,4
16569,0
16570,0
16571,1
16572,4
16573,0
16574,1
16575,0
16576,0
16577,4
16578,4
16579,4
16580,0
16581,1
16582,4
16583,0
16584,4
16585,2
16586,0
16587,1
16588,0
16589,4
16590,4
16591,4
16592,4
16593,4
16594,4
16595,0
16596,0
16597,0
16598,2
16599,4
16600,4
16601,4
16602,2
16603,0
16604,1
16605,1
16606,4
16607,4
16608,0
16609,1
16610,4
16611,4
16612,1
16613,4
16614,4
16615,0
16616,0
16617,4
16618,4
16619,4
16620,4
16621,1
16622,4
16623,4
16624,2
16625,0
16626,4
16627,0
16628,4
16629,0
16630,0
16631,0
16632,4
16633,4
16634,0
16635,0
16636,0
16637,4
16638,2
16639,4
16640,4
16641,0
16642,4
16643,4
16644,2
16645,2
16646,0
16647,4
16648,0
16649,4
16650,4
16651,4
16652,1
16653,0
16654,0
16655,2
16656,1
16657,0
16658,0
16659,0
16660,4
16661,0
16662,4
16663,4
16664,1
16665,0
16666,0
16667,0
16668,4
16669,4
16670,0
16671,1
16672,4
16673,4
16674,4
16675,4
16676,0
16677,0
16678,0
16679,0
16680,2
16681,0
16682,4
16683,0
16684,2
16685,0
16686,4
16687,0
16688,4
16689,4
16690,4
16691,4
16692,2
16693,1
16694,0
16695,1
16696,4
16697,0
16698,4
16699,0
16700,2
16701,0
16702,2
16703,4
16704,4
16705,2
16706,1
16707,0
16708,4
16709,0
16710,4
16711,4
16712,0
16713,0
16714,4
16715,0
16716,0
16717,1
16718,0
16719,0
16720,0
16721,4
16722,4
16723,4
16724,4
16725,1
16726,4
16727,2
16728,4
16729,1
16730,1
16731,0
16732,4
16733,0
16734,0
16735,4
16736,0
16737,4
16738,4
16739,1
16740,4
16741,4
16742,4
16743,4
16744,0
16745,4
16746,4
16747,1
16748,4
16749,4
16750,4
16751,2
16752,1
16753,0
16754,4
16755,4
16756,2
16757,2
16758,4
16759,0
16760,4
16761,4
16762,0
16763,1
16764,4
16765,0
16766,4
16767,4
16768,0
16769,2
16770,4
16771,2
16772,4
16773,0
16774,4
16775,0
16776,4
16777,4
16778,0
16779,4
16780,4
16781,2
16782,2
16783,0
16784,4
16785,0
16786,4
16787,2
16788,0
16789,0
16790,4
16791,4
16792,4
16793,4
16794,1
16795,0
16796,4
16797,0
16798,4
16799,4
16800,0
16801,4
16802,4
16803,0
16804,4
16805,4
16806,4
16807,1
16808,2
16809,0
16810,4
16811,0
16812,4
16813,2
16814,0
16815,0
16816,0
16817,4
16818,0
16819,2
16820,0
16821,4
16822,4
16823,1
16824,0
16825,2
16826,4
16827,0
16828,4
16829,2
16830,0
16831,0
16832,4
16833,2
16834,4
16835,1
16836,0
16837,0
16838,4
16839,0
16840,1
16841,0
16842,4
16843,4
16844,4
16845,1
16846,4
16847,2
16848,4
16849,4
16850,2
16851,4
16852,0
16853,1
16854,4
16855,4
16856,0
16857,4
16858,1
16859,4
16860,4
16861,2
16862,4
16863,1
16864,0
16865,2
16866,0
16867,0
16868,0
16869,4
16870,2
16871,4
16872,4
16873,4
16874,0
16875,4
16876,0
16877,0
16878,4
16879,2
16880,1
16881,2
16882,4
16883,4
16884,4
16885,4
16886,0
16887,0
16888,4
16889,4
16890,4
16891,2
16892,0
16893,0
16894,2
16895,4
16896,4
16897,1
16898,0
16899,4
16900,0
16901,2
16902,4
16903,1
16904,2
16905,4
16906,0
16907,4
16908,4
16909,1
16910,1
16911,0
16912,0
16913,4
16914,1
16915,2
16916,4
16917,1
16918,4
16919,2
16920,1
16921,0
16922,0
16923,4
16924,4
16925,4
16926,0
16927,0
16928,0
16929,0
16930,0
16931,0
16932,4
16933,2
16934,4
16935,0
16936,0
16937,1
16938,4
16939,4
16940,0
16941,0
16942,0
16943,4
16944,0
16945,1
16946,4
16947,4
16948,4
16949,0
16950,0
16951,4
16952,0
16953,4
16954,0
16955,2
16956,4
16957,0
16958,0
16959,1
16960,2
16961,4
16962,4
16963,1
16964,2
16965,0
16966,4
16967,4
16968,4
16969,4
16970,0
16971,4
16972,4
16973,2
16974,1
16975,0
16976,0
16977,4
16978,4
16979,4
16980,0
16981,4
16982,4
16983,0
16984,4
16985,4
16986,0
16987,4
16988,1
16989,4
16990,4
16991,0
16992,4
16993,1
16994,0
16995,4
16996,4
16997,0
16998,0
16999,0
17000,0
17001,1
17002,4
17003,4
17004,0
17005,4
17006,1
17007,4
17008,4
17009,4
17010,0
17011,4
17012,4
17013,1
17014,4
17015,4
17016,4
17017,0
17018,4
17019,4
17020,0
17021,4
17022,0
17023,0
17024,0
17025,0
17026,4
17027,0
17028,4
17029,4
17030,0
17031,4
17032,0
17033,2
17034,2
17035,2
17036,4
17037,4
17038,0
17039,0
17040,0
17041,0
17042,0
17043,4
17044,4
17045,0
17046,0
17047,0
17048,0
17049,0
17050,1
17051,4
17052,4
17053,0
17054,4
17055,0
17056,0
17057,2
17058,4
17059,4
17060,4
17061,2
17062,0
17063,4
17064,0
17065,4
17066,1
17067,0
17068,0
17069,0
17070,2
17071,4
17072,4
17073,4
17074,4
17075,0
17076,4
17077,4
17078,2
17079,0
17080,0
17081,4
17082,4
17083,1
17084,4
17085,4
17086,0
17087,4
17088,0
17089,2
17090,0
17091,2
17092,2
17093,4
17094,2
17095,0
17096,4
17097,1
17098,1
17099,4
17100,2
17101,4
17102,0
17103,0
17104,0
17105,2
17106,1
17107,4
17108,0
17109,4
17110,0
17111,2
17112,4
17113,4
17114,2
17115,4
17116,4
17117,4
17118,1
17119,4
17120,4
17121,4
17122,4
17123,2
17124,4
17125,4
17126,0
17127,4
17128,0
17129,4
17130,2
17131,4
17132,4
17133,0
17134,0
17135,0
17136,4
17137,2
17138,4
17139,0
17140,4
17141,2
17142,2
17143,1
17144,2
17145,4
17146,4
17147,4
17148,4
17149,1
17150,0
17151,0
17152,2
17153,0
17154,4
17155,4
17156,4
17157,4
17158,1
17159,0
17160,0
17161,4
17162,4
17163,0
17164,0
17165,1
17166,1
17167,2
17168,4
17169,4
17170,1
17171,4
17172,1
17173,2
17174,0
17175,4
17176,2
17177,4
17178,4
17179,0
17180,2
17181,4
17182,0
17183,2
17184,0
17185,4
17186,4
17187,0
17188,2
17189,0
17190,4
17191,0
17192,0
17193,0
17194,4
17195,1
17196,4
17197,0
17198,0
17199,2
17200,2
17201,0
17202,0
17203,1
17204,0
17205,0
17206,0
17207,2
17208,4
17209,4
17210,4
17211,1
17212,4
17213,4
17214,0
17215,0
17216,4
17217,0
17218,0
17219,4
17220,0
17221,4
17222,0
17223,4
17224,4
17225,4
17226,0
17227,4
17228,4
17229,1
17230,4
17231,4
17232,0
17233,0
17234,0
17235,4
17236,4
17237,4
17238,4
17239,0
17240,4
17241,2
17242,4
17243,0
17244,4
17245,1
17246,4
17247,0
17248,0
17249,4
17250,1
17251,4
17252,0
17253,4
17254,4
17255,2
17256,4
17257,4
17258,0
17259,0
17260,4
17261,2
17262,4
17263,0
17264,0
17265,4
17266,4
17267,2
17268,4
17269,4
17270,4
17271,2
17272,2
17273,2
17274,0
17275,1
17276,2
17277,4
17278,2
17279,0
17280,2
17281,2
17282,4
17283,4
17284,0
17285,4
17286,4
17287,4
17288,1
17289,0
17290,0
17291,2
17292,4
17293,4
17294,4
17295,4
17296,4
17297,2
17298,4
17299,4
17300,4
17301,1
17302,4
17303,4
17304,0
17305,4
17306,1
17307,4
17308,4
17309,2
17310,0
17311,0
17312,4
17313,0
17314,1
17315,4
17316,1
17317,4
17318,4
17319,4
17320,0
17321,4
17322,0
17323,4
17324,1
17325,4
17326,0
17327,4
17328,0
17329,4
17330,0
17331,1
17332,4
17333,2
17334,0
17335,0
17336,4
17337,4
17338,2
17339,0
17340,0
17341,0
17342,4
17343,0
17344,0
17345,4
17346,4
17347,4
17348,0
17349,0
17350,0
17351,0
17352,0
17353,1
17354,2
17355,2
17356,4
17357,0
17358,2
17359,1
17360,0
17361,4
17362,0
17363,0
17364,4
17365,0
17366,4
17367,4
17368,0
17369,0
17370,0
17371,2
17372,4
17373,0
17374,4
17375,0
17376,4
17377,4
17378,4
17379,0
17380,4
17381,4
17382,4
17383,2
17384,4
17385,4
17386,4
17387,4
17388,1
17389,0
17390,0
17391,4
17392,1
17393,4
17394,4
17395,4
17396,4
17397,4
17398,1
17399,4
17400,4
17401,1
17402,4
17403,4
17404,4
17405,0
17406,0
17407,4
17408,4
17409,1
17410,4
17411,1
17412,2
17413,0
17414,1
17415,0
17416,4
17417,1
17418,4
17419,4
17420,4
17421,0
17422,1
17423,4
17424,4
17425,1
17426,2
17427,4
17428,4
17429,1
17430,4
17431,0
17432,4
17433,4
17434,0
17435,2
17436,1
17437,0
17438,0
17439,4
17440,4
17441,4
17442,0
17443,2
17444,0
17445,4
17446,4
17447,0
17448,4
17449,4
17450,0
17451,0
17452,0
17453,1
17454,0
17455,0
17456,4
17457,0
17458,0
17459,4
17460,4
17461,0
17462,2
17463,2
17464,4
17465,0
17466,4
17467,0
17468,0
17469,4
17470,4
17471,4
17472,4
17473,0
17474,4
17475,4
17476,4
17477,1
17478,4
17479,2
17480,2
17481,2
17482,4
17483,4
17484,1
17485,0
17486,0
17487,4
17488,0
17489,4
17490,0
17491,4
17492,4
17493,4
17494,1
17495,4
17496,4
17497,4
17498,1
17499,0
17500,2
17501,0
17502,0
17503,0
17504,0
17505,1
17506,4
17507,1
17508,4
17509,4
17510,0
17511,2
17512,0
17513,0
17514,4
17515,2
17516,0
17517,4
17518,0
17519,0
17520,4
17521,0
17522,4
17523,2
17524,1
17525,2
17526,4
17527,2
17528,2
17529,0
17530,2
17531,1
17532,0
17533,4
17534,0
17535,4
17536,4
17537,4
17538,0
17539,4
17540,4
17541,4
17542,2
17543,4
17544,1
17545,4
17546,4
17547,4
17548,4
17549,2
17550,4
17551,4
17552,0
17553,1
17554,2
17555,2
17556,0
17557,4
17558,4
17559,0
17560,2
17561,4
17562,4
17563,4
17564,2
17565,0
17566,3
17567,4
17568,0
17569,0
17570,4
17571,4
17572,0
17573,1
17574,2
17575,4
17576,1
17577,0
17578,2
17579,0
17580,4
17581,2
17582,4
17583,0
17584,4
17585,0
17586,4
17587,4
17588,0
17589,4
17590,4
17591,4
17592,0
17593,4
17594,0
17595,0
17596,4
17597,4
17598,0
17599,2
17600,4
17601,4
17602,0
17603,4
17604,1
17605,4
17606,4
17607,0
17608,0
17609,4
17610,4
17611,2
17612,1
17613,0
17614,0
17615,4
17616,0
17617,0
17618,1
17619,4
17620,0
17621,0
17622,0
17623,4
17624,0
17625,4
17626,0
17627,0
17628,1
17629,4
17630,4
17631,4
17632,0
17633,2
17634,4
17635,0
17636,4
17637,0
17638,4
17639,1
17640,0
17641,4
17642,0
17643,1
17644,4
17645,2
17646,0
17647,4
17648,2
17649,1
17650,0
17651,4
17652,1
17653,0
17654,0
17655,4
17656,0
17657,0
17658,4
17659,0
17660,4
17661,4
17662,0
17663,0
17664,4
17665,0
17666,0
17667,0
17668,0
17669,0
17670,4
17671,0
17672,0
17673,2
17674,2
17675,4
17676,1
17677,0
